# Each line contains 3 floating point values
# for x, y and z values in the scatter chart
-10.0084,5.01799,-5.04425,
-9.06229,3.07132,-4.54268,
-8.55132,4.19424,-4.03318,
-8.03806,4.75162,-3.99583,
-9.50337,4.90684,-4.21947,
-9.93819,3.42724,-3.58955,
-7.84971,3.15272,-4.90367,
-7.30477,2.91062,-4.11078,
-7.11201,3.68863,-4.52683,
-8.83267,2.96504,-3.61108,
-6.94874,2.49808,-2.92883,
-9.02606,4.7496,-4.18193,
-9.5434,3.15534,-3.83789,
-6.8679,3.66922,-3.58288,
-8.16487,1.82227,-4.64523,
-7.42165,3.18192,-4.22791,
-7.99257,3.06559,-4.33262,
-8.98851,2.64924,-4.44595,
-6.36774,3.96697,-4.38998,
-7.18413,3.32417,-4.04636,
-7.91649,3.46826,-2.78126,
-7.49495,3.12306,-3.14539,
-7.5445,2.85744,-3.68421,
2.25354,1.36828,-1.32025,
-2.35524,-0.081203,1.23267,
2.6517,-1.20549,2.73606,
-2.55382,3.48814,-0.454971,
-3.85468,0.263955,0.578276,
2.85275,1.32315,1.0565,
-0.404099,-2.36811,-1.60324,
1.58908,0.363782,-0.554303,
0.251507,0.124637,-0.752568,
-2.45626,-0.722719,-1.11764,
4.15342,1.92247,-0.954975,
2.05845,0.643191,-0.121564,
0.253468,0.814651,3.05732,
1.51724,0.244303,2.25864,
1.15,-0.487518,0.815931,
-0.0538979,0.124927,0.251571,
0.941523,-0.483498,-3.2731,
3.55074,-1.04714,-0.954301,
-2.43125,-0.964099,-0.658537,
4.25459,0.163296,2.05563,
-0.612031,1.03234,-0.227175,
7.8338,-0.847922,-0.959189,
-4.20076,1.44907,0.853836,
-1.59466,-1.27511,-1.5686,
-3.3567,-1.96864,1.83224,
-2.75169,-0.964221,-1.26465,
-2.45624,0.287046,-4.55032,
2.73649,-1.48789,-0.653082,
2.73284,2.2912,-2.4933,
-0.854321,-2.04288,3.7516,
-1.35708,-1.84915,2.35985,
-3.25001,-1.64456,-4.45419,
-0.356834,-0.569139,-1.75308,
-0.813569,-0.287899,-0.0535036,
4.75975,-1.48817,-2.45957,
4.35294,1.46154,0.814214,
-3.22467,2.76903,0.510435,
2.49494,1.9286,0.552287,
-0.456521,0.688277,-0.82788,
-2.72568,2.80278,-2.45782,
-1.65023,1.32005,-2.05754,
-1.63551,1.88519,-3.65544,
-1.20008,-0.723785,0.853563,
1.45448,1.08701,2.17385,
-3.9042,-1.16916,-0.85395,
3.15645,0.123932,-0.950988,
-1.35924,-2.64015,-0.54254,
-4.15753,1.28294,-4.47502,
-2.7885,2.48535,-0.159651,
-3.44364,0.627232,6.11881,
-1.55639,-0.967484,2.35497,
-0.752853,1.16736,-0.757871,
-0.859974,0.640213,-1.75453,
0.85744,0.480175,2.97204,
4.0571,3.24083,-0.183622,
0.658087,0.841418,0.357839,
-2.13027,0.920836,-2.758,
-0.65825,0.164257,1.69478,
-1.88335,-1.4811,-2.15408,
-1.67331,2.96982,1.85521,
-0.750937,0.282914,-0.758707,
2.29891,1.16949,2.65927,
2.69132,2.92632,-0.206126,
-1.65771,3.28846,2.50201,
-0.568799,2.5289,-1.15875,
-1.85383,0.528953,-2.32418,
0.159422,-2.36165,-0.569393,
-3.96506,0.282374,-0.254519,
0.150933,-3.88058,-0.759422,
-1.17917,-1.96176,0.95589,
-0.340817,-3.52333,-1.45715,
3.21784,-2.56593,2.55468,
0.609650,-2.44153,1.35813,
1.4594,-1.96511,0.170228,
3.55017,-2.16882,1.75539,
2.89487,-0.727481,-0.39588,
-1.65151,-0.603877,0.250508,
-4.35232,-1.32155,-2.31877,
2.75852,-1.88931,1.77874,
2.75452,-0.64123,2.45546,
0.151914,-0.888395,-0.260935,
0.150593,0.0461652,-0.158206,
-1.22087,-2.92034,-3.78604,
-0.761622,0.161856,3.5586,
-1.88456,-2.48094,0.287091,
1.25293,2.64374,1.6532,
-0.657609,1.32547,-0.557301,
