# Rainfall per month from 2000 to 2012 in Northern Finland (Sodankylä, Utsjoki, Kuusamo)
# Format: year, month, rainfall
2000,1, 72,
2000,2, 47,
2000,3, 37,
2000,4, 79,
2000,5, 42,
2000,6, 73,
2000,7, 94,
2000,8, 37,
2000,9, 17,
2000,10,69,
2000,11,42,
2000,12,42,
2001,1, 25,
2001,2, 47,
2001,3, 20,
2001,4, 70,
2001,5, 27,
2001,6, 40,
2001,7, 123,
2001,8, 39,
2001,9, 66,
2001,10,55,
2001,11,29,
2001,12,12,
2002,1, 24,
2002,2, 45,
2002,3, 27,
2002,4, 30,
2002,5, 16,
2002,6, 98,
2002,7, 122,
2002,8, 20,
2002,9, 50,
2002,10,24,
2002,11,22,
2002,12,12,
2003,1, 43,
2003,2, 17,
2003,3, 26,
2003,4, 22,
2003,5, 60,
2003,6, 14,
2003,7, 86,
2003,8, 77,
2003,9, 69,
2003,10,49,
2003,11,23,
2003,12,44,
2004,1, 15,
2004,2, 19,
2004,3, 10,
2004,4, 11,
2004,5, 41,
2004,6, 29,
2004,7, 49,
2004,8, 72,
2004,9, 50,
2004,10,18,
2004,11,19,
2004,12,40,
2005,1, 60,
2005,2, 24,
2005,3, 12,
2005,4, 50,
2005,5, 88,
2005,6, 32,
2005,7, 76,
2005,8, 55,
2005,9, 92,
2005,10,35,
2005,11,105,
2005,12,59,
2006,1, 27,
2006,2, 18,
2006,3, 17,
2006,4, 26,
2006,5, 24,
2006,6, 18,
2006,7, 35,
2006,8, 28,
2006,9, 80,
2006,10,52,
2006,11,43,
2006,12,44,
2007,1, 41,
2007,2, 21,
2007,3, 30,
2007,4, 20,
2007,5, 53,
2007,6, 29,
2007,7, 139,
2007,8, 52,
2007,9, 51,
2007,10,24,
2007,11,47,
2007,12,33,
2008,1, 67,
2008,2, 19,
2008,3, 30,
2008,4, 31,
2008,5, 29,
2008,6, 79,
2008,7, 75,
2008,8, 99,
2008,9, 34,
2008,10,52,
2008,11,60,
2008,12,20,
2009,1, 9,
2009,2, 22,
2009,3, 11,
2009,4, 10,
2009,5, 69,
2009,6, 30,
2009,7, 78,
2009,8, 93,
2009,9, 70,
2009,10,32,
2009,11,56,
2009,12,23,
2010,1, 12,
2010,2, 28,
2010,3, 55,
2010,4, 20,
2010,5, 65,
2010,6, 26,
2010,7, 134,
2010,8, 57,
2010,9, 51,
2010,10,53,
2010,11,8,
2010,12,9,
2011,1, 34,
2011,2, 20,
2011,3, 30,
2011,4, 31,
2011,5, 42,
2011,6, 78,
2011,7, 85,
2011,8, 33,
2011,9, 42,
2011,10,87,
2011,11,41,
2011,12,72,
2012,1, 32,
2012,2, 42,
2012,3, 30,
2012,4, 50,
2012,5, 30,
2012,6, 70,
2012,7, 52,
2012,8, 20,
2012,9, 99,
2012,10,70,
2012,11,69,
2012,12,49
